Checking system parameters...
System parameters already optimal

Starting GameServer (release, LOG_LEVEL=error, ENABLE_REEVALUATION=false; log file: /tmp/ws-loadtest-gameserver.log)...
Waiting for server to listen on 8080...
Starting system monitoring...

> build
> tsc -p tsconfig.json

Running load test...
Report written to /workspace/Examples/GameDemo/ws-loadtest/results/scalability-2026-02-06T14-24-28/run-3/ws-loadtest-1770388200797.{json,html}
Stopping monitoring...
Stopping GameServer...
---- GameServer log (tail, may show crash) ----
2026-02-06 14:29:49.353 ERROR [HeroDefenseServer] WebSocket error error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104), sessionID=01320ED3-4E25-466B-9B97-24BDD8DFD243
2026-02-06 14:29:49.353 ERROR [HeroDefenseServer] WebSocket error sessionID=26305205-469E-422C-B13A-FD58BC366A62, error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104)
2026-02-06 14:29:49.353 ERROR [HeroDefenseServer] WebSocket error sessionID=4BFF2D8F-5673-4E56-A00D-D81C9BC13FBA, error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104)
2026-02-06 14:29:49.353 ERROR [HeroDefenseServer] WebSocket error sessionID=EC82835C-2A38-49F0-895C-03F5E2BA5180, error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104)
2026-02-06 14:29:49.354 ERROR [HeroDefenseServer] WebSocket error error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104), sessionID=08CD86D8-0169-4697-B3C5-E0044E25DDAB
2026-02-06 14:29:49.354 ERROR [HeroDefenseServer] WebSocket error sessionID=8E9E6E80-880B-44A3-8EB0-25977B708E63, error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104)
2026-02-06 14:29:49.354 ERROR [HeroDefenseServer] WebSocket error error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104), sessionID=551CE9DC-318C-4270-8207-01EB13B1F82A
2026-02-06 14:29:49.354 ERROR [HeroDefenseServer] WebSocket error sessionID=ED779AAE-080B-423C-BF35-691411F34808, error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104)
2026-02-06 14:29:49.354 ERROR [HeroDefenseServer] WebSocket error sessionID=9681A0FA-812A-41F7-8423-42143319577C, error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104)
2026-02-06 14:29:49.354 ERROR [HeroDefenseServer] WebSocket error error=read(descriptor:pointer:size:): Connection reset by peer) (errno: 104), sessionID=E2B17190-FF08-4FF8-88F6-7A6AB9201EFB
Reevaluation: no records generated (as expected).
Done. Reports in /workspace/Examples/GameDemo/ws-loadtest/results/scalability-2026-02-06T14-24-28/run-3
